Name,OID__c,Status__c,SDID__c,SD_Name__c,Dummy
field on floor 1m,O-002668,Active,SD-000238,Item,
fī,O-002667,Active,SD-000065,CV - VI,
fĭ,O-002666,Active,SD-000065,CV - VI,
Ff,O-002665,Active,SD-000270,Matching different cases,
Few/couple,O-002664,Active,SD-000233,Instruction w condition,
few,O-002663,Active,SD-000384,Receptive,
Feet,O-002662,Active,SD-000007,2D Receptive,
Feet,O-002661,Active,SD-000362,Receptive,
Feet,O-002660,Active,SD-000388,Receptive,
Feet,O-002659,Active,SD-000124,Expressive,
Feel sick,O-002658,Active,SD-000338,Q/A,
Feel,O-002657,Active,SD-000173,Expressive senses,
Feed Doll,O-002656,Active,SD-000356,Rec. play instr.,
February,O-002655,Active,SD-000364,Receptive,
February,O-002654,Active,SD-000254,Matching,
February,O-002653,Active,SD-000126,Expressive,
Feathers,O-002652,Active,SD-000300,Pasting,
Feather,O-002651,Active,SD-000262,Matching,
fē,O-002650,Active,SD-000065,CV - VI,
fĕ,O-002649,Active,SD-000065,CV - VI,
Favourite TV show,O-002648,Active,SD-000339,Q/A,
Favourite toy,O-002647,Active,SD-000411,Reciprocal,
Favourite toy,O-002646,Active,SD-000339,Q/A,
Favourite Song,O-002645,Active,SD-000411,Reciprocal,
Favourite song,O-002644,Active,SD-000339,Q/A,
Favourite game,O-002643,Active,SD-000411,Reciprocal,
Favourite game,O-002642,Active,SD-000339,Q/A,
Favourite Food,O-002641,Active,SD-000339,Q/A,
Favourite colour,O-002640,Active,SD-000411,Reciprocal,
Favourite colour,O-002639,Active,SD-000339,Q/A,
Favourite book,O-002638,Active,SD-000411,Reciprocal,
Favourite book,O-002637,Active,SD-000339,Q/A,
Favourite animal,O-002636,Active,SD-000339,Q/A,
fast,O-002635,Active,SD-000456,Synonym,
Farmer,O-002634,Active,SD-000094,Exposure,
Farmer,O-002633,Active,SD-000385,Receptive,
Farmer,O-002632,Active,SD-000414,Reverse exp. function,
Farmer,O-002631,Active,SD-000142,Expressive,
Farmer,O-002630,Active,SD-000078,Exp. function,
Farm animals,O-002629,Active,SD-000369,Receptive,
Farm animals,O-002628,Active,SD-000129,Expressive,
Farm animals,O-002627,Active,SD-000034,Brainstorming,
Farm,O-002626,Active,SD-000117,Exposure,
Farm,O-002625,Active,SD-000165,Expressive Function,
Farm,O-002624,Active,SD-000400,Receptive Function,
Farm,O-002623,Active,SD-000139,Expressive,
Farm,O-002622,Active,SD-000168,Expressive Occupation Location,
Farm,O-002621,Active,SD-000381,Receptive,
Far,O-002620,Active,SD-000086,Exp. non-visual,
Far,O-002619,Active,SD-000143,Expressive,
Far,O-002618,Active,SD-000290,Non-Identical Receptive,
Far,O-002617,Active,SD-000214,Identical Receptive,
Family room,O-002616,Active,SD-000249,Location,
Family room,O-002615,Active,SD-000139,Expressive,
Family room,O-002614,Active,SD-000420,Room,
Family room,O-002613,Active,SD-000381,Receptive,
family live with,O-002612,Active,SD-000332,Q/A,
family live with,O-002611,Active,SD-000246,List,
family don't live with,O-002610,Active,SD-000332,Q/A,
family don't live with,O-002609,Active,SD-000246,List,
Fairies,O-002608,Active,SD-000216,Imaginary Play,
Facing person within 1m,O-002607,Active,SD-000190,Getting attention,
Face,O-002606,Active,SD-000272,missing component,
fā,O-002605,Active,SD-000065,CV - VI,
fă,O-002604,Active,SD-000065,CV - VI,
F8 Various distance,O-002603,Active,SD-000265,Matching,
F8 out of sight,O-002602,Active,SD-000265,Matching,
F8 Generalised,O-002601,Active,SD-000265,Matching,
F8 Discrimination,O-002600,Active,SD-000308,Planned model w item,
F8 Across room,O-002599,Active,SD-000265,Matching,
F8 30cm,O-002598,Active,SD-000265,Matching,
F8 2m,O-002597,Active,SD-000265,Matching,
F8 1m,O-002596,Active,SD-000265,Matching,
F8,O-002595,Active,SD-000055,Communication opportunity,
F8,O-002594,Active,SD-000238,Item,
F6 Various distance,O-002593,Active,SD-000265,Matching,
F6 out of sight,O-002592,Active,SD-000265,Matching,
F6 Generalised,O-002591,Active,SD-000265,Matching,
F6 at table,O-002590,Active,SD-000265,Matching,
F6 Across room,O-002589,Active,SD-000265,Matching,
F6 30cm,O-002588,Active,SD-000265,Matching,
F6 2m,O-002587,Active,SD-000265,Matching,
F6 1m,O-002586,Active,SD-000265,Matching,
F6,O-002585,Active,SD-000055,Communication opportunity,
F6,O-002584,Active,SD-000238,Item,
F6,O-002583,Active,SD-000241,item removed,
F5,O-002582,Active,SD-000055,Communication opportunity,
F4 Various distance,O-002581,Active,SD-000265,Matching,
F4 out of sight,O-002580,Active,SD-000265,Matching,
F4 Generalised,O-002579,Active,SD-000265,Matching,
F4 Discrimination,O-002578,Active,SD-000308,Planned model w item,
F4 Discrimination,O-002577,Active,SD-000309,Planned model w item at table,
F4 Across room,O-002576,Active,SD-000265,Matching,
F4 30cm,O-002575,Active,SD-000265,Matching,
F4 2m,O-002574,Active,SD-000265,Matching,
F4 1m,O-002573,Active,SD-000265,Matching,
F4,O-002572,Active,SD-000238,Item,
F4,O-002571,Active,SD-000241,item removed,
F4,O-002570,Active,SD-000056,Communication opportunity,
F4,O-002569,Active,SD-000055,Communication opportunity,
F3 Discrimination,O-002568,Active,SD-000308,Planned model w item,
F3,O-002567,Active,SD-000241,item removed,
F3,O-002566,Active,SD-000056,Communication opportunity,
F3,O-002565,Active,SD-000055,Communication opportunity,
F2 w Distractor Item,O-002564,Active,SD-000234,Instruction w contextual cue,
F2 Discrimination,O-002563,Active,SD-000308,Planned model w item,
F2 (high vs high) generalised,O-002562,Active,SD-000056,Communication opportunity,
F2 (high vs high) generalised,O-002561,Active,SD-000055,Communication opportunity,
F2 (high vs high) across room from table,O-002560,Active,SD-000056,Communication opportunity,
F2 (high vs high) across room from table,O-002559,Active,SD-000055,Communication opportunity,
F2 (high vs high) 3m from table,O-002558,Active,SD-000056,Communication opportunity,
F2 (high vs high) 3m from table,O-002557,Active,SD-000055,Communication opportunity,
F2 (high vs high) 1m from table,O-002556,Active,SD-000056,Communication opportunity,
F2 (high vs high) 1m from table,O-002555,Active,SD-000055,Communication opportunity,
F2 (high vs high)  various distance from table,O-002554,Active,SD-000056,Communication opportunity,
F2 (high vs high)  various distance from table,O-002553,Active,SD-000055,Communication opportunity,
F2 (high vs high)  from play,O-002552,Active,SD-000056,Communication opportunity,
F2 (high vs high)  from play,O-002551,Active,SD-000055,Communication opportunity,
F2 (high vs high)  at table,O-002550,Active,SD-000056,Communication opportunity,
F2 (high vs high)  at table,O-002549,Active,SD-000055,Communication opportunity,
F2 (high vs high)  2m from table,O-002548,Active,SD-000056,Communication opportunity,
F2 (high vs high)  2m from table,O-002547,Active,SD-000055,Communication opportunity,
F2 (desired and neutral) various distance from table,O-002546,Active,SD-000056,Communication opportunity,
F2 (desired and neutral) various distance from table,O-002545,Active,SD-000055,Communication opportunity,
F2 (desired and neutral) generalised,O-002544,Active,SD-000056,Communication opportunity,
F2 (desired and neutral) generalised,O-002543,Active,SD-000055,Communication opportunity,
F2 (desired and neutral) from play,O-002542,Active,SD-000056,Communication opportunity,
F2 (desired and neutral) from play,O-002541,Active,SD-000055,Communication opportunity,
F2 (desired and neutral) at table,O-002540,Active,SD-000056,Communication opportunity,
F2 (desired and neutral) at table,O-002539,Active,SD-000055,Communication opportunity,
F2 (desired and neutral) 3m from table,O-002538,Active,SD-000056,Communication opportunity,
F2 (desired and neutral) 3m from table,O-002537,Active,SD-000055,Communication opportunity,
F2 (desired and neutral)  across room from table,O-002536,Active,SD-000056,Communication opportunity,
F2 (desired and neutral)  across room from table,O-002535,Active,SD-000055,Communication opportunity,
F2 (desired and neutral)  2m from table,O-002534,Active,SD-000056,Communication opportunity,
F2 (desired and neutral)  2m from table,O-002533,Active,SD-000055,Communication opportunity,
F2 (desired and neutral)  1m from table,O-002532,Active,SD-000056,Communication opportunity,
F2 (desired and neutral)  1m from table,O-002531,Active,SD-000055,Communication opportunity,
F2 (desired and blank) various distance from table,O-002530,Active,SD-000055,Communication opportunity,
F2 (desired and blank) generalised,O-002529,Active,SD-000055,Communication opportunity,
F2 (desired and blank) from play,O-002528,Active,SD-000055,Communication opportunity,
F2 (desired and blank) at table,O-002527,Active,SD-000055,Communication opportunity,
F2 (desired and blank) across room from table,O-002526,Active,SD-000055,Communication opportunity,
F2 (desired and blank)  3m from table,O-002525,Active,SD-000055,Communication opportunity,
F2 (desired and blank)  2m from table,O-002524,Active,SD-000055,Communication opportunity,
F2 (desired and blank)  1m from table,O-002523,Active,SD-000055,Communication opportunity,
F12 Various distance,O-002522,Active,SD-000265,Matching,
F12 out of sight,O-002521,Active,SD-000265,Matching,
F12 Generalised,O-002520,Active,SD-000265,Matching,
F12 Across room,O-002519,Active,SD-000265,Matching,
F12 30cm,O-002518,Active,SD-000265,Matching,
F12 2m,O-002517,Active,SD-000265,Matching,
F12 1m,O-002516,Active,SD-000265,Matching,
F12,O-002515,Active,SD-000238,Item,
F10,O-002514,Active,SD-000055,Communication opportunity,
F1 Discrimination,O-002513,Active,SD-000308,Planned model w item,
F1 (desired item) various distance from table,O-002512,Active,SD-000056,Communication opportunity,
F1 (desired item) various distance from table,O-002511,Active,SD-000055,Communication opportunity,
F1 (desired item) generalised,O-002510,Active,SD-000056,Communication opportunity,
F1 (desired item) generalised,O-002509,Active,SD-000055,Communication opportunity,
F1 (desired item) from play/at table,O-002508,Active,SD-000055,Communication opportunity,
F1 (desired item) from play,O-002507,Active,SD-000056,Communication opportunity,
F1 (desired item) from play,O-002506,Active,SD-000055,Communication opportunity,
F1 (desired item) at table,O-002505,Active,SD-000502,Visual exchange,
F1 (desired item) at table,O-002504,Active,SD-000056,Communication opportunity,
F1 (desired item) at table,O-002503,Active,SD-000055,Communication opportunity,
F1 (desired item) across room from table,O-002502,Active,SD-000056,Communication opportunity,
F1 (desired item) across room from table,O-002501,Active,SD-000055,Communication opportunity,
F1 (desired item) 3m from table,O-002500,Active,SD-000056,Communication opportunity,
F1 (desired item) 3m from table,O-002499,Active,SD-000055,Communication opportunity,
F1 (desired item) 2m from table,O-002498,Active,SD-000056,Communication opportunity,
F1 (desired item) 2m from table,O-002497,Active,SD-000055,Communication opportunity,
F1 (desired item) 1m from table,O-002496,Active,SD-000056,Communication opportunity,
F1 (desired item) 1m from table,O-002495,Active,SD-000055,Communication opportunity,
f words,O-002494,Active,SD-000518,Words - VI,
F,O-002493,Active,SD-000521,Write (with visual),
f,O-002492,Active,SD-000521,Write (with visual),
f,O-002491,Active,SD-000145,Expressive,
f,O-002490,Active,SD-000138,Expressive,
F,O-002489,Active,SD-000138,Expressive,
F,O-002488,Active,SD-000520,Write (no visual),
f,O-002487,Active,SD-000520,Write (no visual),
f,O-002486,Active,SD-000438,Single sound VI,
F,O-002485,Active,SD-000479,Trace,
f,O-002484,Active,SD-000479,Trace,
f,O-002483,Active,SD-000387,Receptive,
f,O-002482,Active,SD-000424,Say (sound) th points,
f,O-002481,Active,SD-000380,Receptive,
F,O-002480,Active,SD-000380,Receptive,
f,O-002479,Active,SD-000259,Matching,
F,O-002478,Active,SD-000259,Matching,
f,O-002477,Active,SD-000445,Sound paired w gesture,
ēz,O-002476,Active,SD-000484,VC - VI,
ĕz,O-002475,Active,SD-000484,VC - VI,
Eyes,O-002474,Active,SD-000007,2D Receptive,
Eyes,O-002473,Active,SD-000131,Expressive,
Eyes,O-002472,Active,SD-000371,Receptive,
Eyes,O-002471,Active,SD-000362,Receptive,
Eyes,O-002470,Active,SD-000124,Expressive,
Eye spy,O-002469,Active,SD-000440,Social game,
Eye colour,O-002468,Active,SD-000411,Reciprocal,
Eye colour,O-002467,Active,SD-000339,Q/A,
eye,O-002466,Active,SD-000424,Say (sound) th points,
Exposure various,O-002465,Active,SD-000139,Expressive,
Exposure various,O-002464,Active,SD-000220,Imitation,
Exposure,O-002463,Active,SD-000377,Receptive,
Exposure,O-002462,Active,SD-000040,Challenging situation,
exposure,O-002461,Active,SD-000221,Imitation,
Exposure,O-002460,Active,SD-000465,Toileting,
Exposure,O-002459,Active,SD-000122,Expressive,
Exposure,O-002458,Active,SD-000525,Zones of regulation visual,
Exposure,O-002457,Active,SD-000111,Exposure,
Exposure,O-002456,Active,SD-000137,Expressive,
Exposure,O-002455,Active,SD-000378,Receptive,
Exposure,O-002454,Active,SD-000128,Expressive,
Exposure,O-002453,Active,SD-000257,Matching,
Exposure,O-002452,Active,SD-000426,Scale,
Exposure,O-002451,Active,SD-000362,Receptive,
Exposure,O-002450,Active,SD-000399,Receptive Before,
Exposure,O-002449,Active,SD-000162,Expressive After,
Exposure,O-002448,Active,SD-000163,Expressive Before,
Exposure,O-002447,Active,SD-000398,Receptive After,
Exposure,O-002446,Active,SD-000116,Exposure,
Exposure,O-002445,Active,SD-000446,Stamping,
Exposure,O-002444,Active,SD-000062,Cutting,
Exposure,O-002443,Active,SD-000300,Pasting,
Exposure,O-002442,Active,SD-000516,With visual,
Exposure,O-002441,Active,SD-000056,Communication opportunity,
exposure,O-002440,Active,SD-000083,Exp. labels PLQ,
Exposure,O-002439,Active,SD-000023,Activity,
Exposure,O-002438,Active,SD-000107,Exposure,
Exposure,O-002437,Active,SD-000035,Brainstorming,
Exposure,O-002436,Active,SD-000060,Contingency,
Exposure,O-002435,Active,SD-000499,Visual and Verbal,
Exposure,O-002434,Active,SD-000105,Exposure,
Exposure,O-002433,Active,SD-000104,Exposure,
Exposure,O-002432,Active,SD-000130,Expressive,
Exposure,O-002431,Active,SD-000102,Exposure,
Exposure,O-002430,Active,SD-000368,Receptive,
Exposure,O-002429,Active,SD-000101,Exposure,
Exposure,O-002428,Active,SD-000100,Exposure,
Exposure,O-002427,Active,SD-000124,Expressive,
Exposure,O-002426,Active,SD-000099,Exposure,
Exposure,O-002425,Active,SD-000416,Ride Bike,
Exposure,O-002424,Active,SD-000098,Exposure,
Exposure,O-002423,Active,SD-000097,Exposure,
Exposure,O-002422,Active,SD-000295,Painting,
Exposure,O-002421,Active,SD-000049,Colouring,
Exposure,O-002420,Active,SD-000049,Colouring,
Exposure,O-002419,Active,SD-000211,Identical,
Excuse me (name),O-002418,Active,SD-000303,Person not attending,
Excuse me (name),O-002417,Active,SD-000054,Communication opportunity,
Excuse me,O-002416,Active,SD-000303,Person not attending,
Excuse me,O-002415,Active,SD-000054,Communication opportunity,
Excited,O-002414,Active,SD-000074,Emotions Brainstorming,
ēx,O-002413,Active,SD-000484,VC - VI,
ĕx,O-002412,Active,SD-000484,VC - VI,
ēw,O-002411,Active,SD-000484,VC - VI,
ĕw,O-002410,Active,SD-000484,VC - VI,
Everything except,O-002409,Active,SD-000233,Instruction w condition,
Everybody clap,O-002408,Active,SD-000443,Song with planned model,
Everybody clap,O-002407,Active,SD-000237,Intraverbal,
Everybody clap,O-002406,Active,SD-000110,Exposure,
ēv,O-002405,Active,SD-000484,VC - VI,
ĕv,O-002404,Active,SD-000484,VC - VI,
ēt,O-002403,Active,SD-000484,VC - VI,
ĕt,O-002402,Active,SD-000484,VC - VI,
ēs,O-002401,Active,SD-000484,VC - VI,
ĕs,O-002400,Active,SD-000484,VC - VI,
ĕr,O-002399,Active,SD-000484,VC - VI,
er,O-002398,Active,SD-000438,Single sound VI,
er,O-002397,Active,SD-000145,Expressive,
er,O-002396,Active,SD-000387,Receptive,
er,O-002395,Active,SD-000424,Say (sound) th points,
ēq,O-002394,Active,SD-000484,VC - VI,
ĕq,O-002393,Active,SD-000484,VC - VI,
ēp,O-002392,Active,SD-000484,VC - VI,
ĕp,O-002391,Active,SD-000484,VC - VI,
Enviroment,O-002390,Active,SD-000189,Generalised SD,
Engine Visual,O-002389,Active,SD-000525,Zones of regulation visual,
ēn,O-002388,Active,SD-000484,VC - VI,
ĕn,O-002387,Active,SD-000484,VC - VI,
Empty,O-002386,Active,SD-000086,Exp. non-visual,
Empty,O-002385,Active,SD-000143,Expressive,
Empty,O-002384,Active,SD-000290,Non-Identical Receptive,
Empty,O-002383,Active,SD-000214,Identical Receptive,
ēm,O-002382,Active,SD-000484,VC - VI,
ĕm,O-002381,Active,SD-000484,VC - VI,
Elmo,O-002380,Active,SD-000007,2D Receptive,
Elephant,O-002379,Active,SD-000007,2D Receptive,
elephant,O-002378,Active,SD-000497,Visual - 2D,
Elephant,O-002377,Active,SD-000211,Identical,
elephant,O-002376,Active,SD-000392,Receptive,
Elephant,O-002375,Active,SD-000160,Expressive (Animal says...),
Elephant,O-002374,Active,SD-000403,Receptive Q/A,
elephant,O-002373,Active,SD-000154,Expressive,
elephant,O-002372,Active,SD-000266,Matching,
Elephant,O-002371,Active,SD-000326,Pretend to be,
Elephant,O-002370,Active,SD-000170,Expressive Q/A,
